ThetaHat,-3388415.4,-166655.4,13568.6,-413311.4,320256.6,28928.6
BetaHat,10.2789712713,1.70421946869,3.47912052844,5.35772462604,2.81355625113,0.51133989687,-2.21307151251
GammaHat,-11459.8626873,-28249.3746648,8539.74981153
